Broad Domain 1,Broad Domain 2,Broad Domain 3,Type,Title,Body,Body #2,Comprehension,Correct response,Incorrect response,Photo Url,Photo Name,Letters Missing,
Salud Física,,,Positive,Cómodo sofá,"Has tenido un día muy ocupado y por la noche finalmente puedes relajarte. Mientras te sientas en el sofá, te sientes desorientado. Estás tranquilo.",N/A,Te sientes extraño porque ...,Sólo tomaste un vaso de agua hoy.,Te estás enfermando de gripe.,https://drive.google.com/file/d/18GluoIzVFP_yuVpBX8Em1bx0GIg1TuH2/view?usp=sharing,397.jpg,2,
Salud Física,,,Positive,Desconectandote,"Estás en una reunión escuchando a alguien hablar. Dejas de prestar atención y te desconectas por uno o dos minutos. Cuando vuelves a prestar atención, estás relajado.",N/A,¿Te sientes tranquilo después de desconectarte durante la reunión?,Sí,,https://drive.google.com/file/d/1KAtEMGAr-LWfEzuwFy2roR4vCQ_ecl0O/view?usp=sharing,402.jpg,2,
Salud Física,Salud Mental,,Positive,Revisión física anual,"Estás recibiendo tu revisión médica anual. Después de un examen inicial, tu médico indica que algo parece inusual y dice que necesitarán obtener una segunda opinión. Cuando se trata de manejar tu ansiedad mientras esperas en la sala de examen, eres capaz.",N/A,¿Eres capaz de manejar tu ansiedad mientras esperas al doctor?,Sí,,https://drive.google.com/file/d/1gfUANnECP3LDzTjUtm_9lBpdAe3s4Xyw/view?usp=sharing,355.jpg,2,
Salud Física,Situaciones Sociales,,Positive,Una mesa sucia,"Te encuentras con un amigo para almorzar en un nuevo restaurante. Una vez que te sientas, te das cuenta de que tu mesa no fue limpiada después de que los clientes anteriores se fueron, lo que te pone ansioso por los gérmenes. Decides quedarte a almorzar con tu amigo y tu ansiedad es tolerable.
",N/A,"Mientras almuerzas con tu amigo, tu ...",eres capaces de disfrutar la conversación.,Estás insoportablemente ansiosos.,https://drive.google.com/file/d/1d3Tz4L7BbfVIgBMIOeEAk7SC_ZshiTvk/view?usp=sharing,403.jpg,2,
Salud Física,,,Negative,Película intermitente,Estás viendo una película en el cine. Hay muchos planos de cámara rápidos que te hacen sentir mareado. Esta sensación te asusta.,N/A,¿Es angustiante cuando te sientes mareado?,Sí,No,https://drive.google.com/file/d/1OfA4w2yQ1uGy66zPDmyH7KN8PoG0ItOh/view?usp=sharing,390.jpg,2,
Salud Física,,,Positive,Visión borrosa,"Estás muy cansado. Mientras te acuestas en tu cama, tu visión comienza a desenfocarse. Te sientes relajado.",N/A,Te das cuenta de que...,Estás especialmente cansado.,Podrías estar perdiendo tu visión permanentemente.,https://drive.google.com/file/d/1p3MZ2l74Zw8yLG7DGA22YUKqeK1K3i0n/view?usp=sharing,404.jpg,2,
Salud Física,Situaciones Sociales,,Positive,Visitando a los vecinos,"Te das cuenta de que no has visto a tu vecino mayor recientemente. Normalmente lo visitas con frecuencia, por lo que es extraño que no lo hayas visto últimamente. Probablemente tu vecino esté bien.",N/A,¿Tu vecino mayor probablemente ha estado enfermo?,No,,https://drive.google.com/file/d/14_16MBBgKRM9oZwTGSN9GJblFNuwndpf/view?usp=sharing,408.jpg,2,
Salud Física,Situaciones Sociales,,Positive,Conociendo alguien nuevo,"Estás en una fiesta de cumpleaños para un amigo de un amigo. Te das cuenta de que estás ruborizado y un poco sudado. Parado allí, piensas que estas sensaciones son normales.",N/A,Las personas probablemente...,No te verán sudar ya que la habitación está poco iluminada.,Notarán que estás sudando.,https://drive.google.com/file/d/1cfjkxrnn1-Ws7c5KzE7-FN0aIqqXiOQF/view?usp=sharing,409.jpg,all,
Salud Física,Finanzas,,Resilience/Negation,Corriendo con un amigo,"Tienes planeado correr mañana con un amigo que corre todos los días. No has corrido en bastante tiempo y te preocupa si podrás mantener el ritmo o no.
","Crees que mañana no te quedarás atrás, y las posibilidades de que puedas seguir el ritmo de tu amigo son altas.",¿Podrás seguir el ritmo de tu amigo mañana?,Sí,No,https://drive.google.com/file/d/1eJ-08i7HtFvPYHdRnELsblgm6tY079fj/view?usp=sharing,416.jpg,all,
Salud Física,Situaciones Sociales,,Resilience/Negation,El malestar de estómago,Te has estado sintiendo mal del estómago durante unos días. Haces una cita con tu médico. Las náuseas probablemente signifiquen que estás enfermo.,Te reúnes con el médico y te dice lo que probablemente está pasando. Lo piensas y te das cuenta de que enfermarse a veces es normal.,¿Es normal enfermarse a veces?,Sí,,https://drive.google.com/file/d/1prtRSSRBp4ryNBbiHEfOgJJIMpOsf_o3/view?usp=sharing,446.jpg,all,
Salud Física,,,Positive,Un golpe accidental,"Una noche, estás subiendo las escaleras y accidentalmente golpeas tu cabeza contra un techo bajo. A la mañana siguiente, el dolor de cabeza todavía está presente ligeramente, y te preguntas qué has hecho. Ya a la hora del almuerzo, el dolor ha disminuido.",N/A,Piensas que el dolor de cabeza es señal que...,Estás mejorando.,Estás seriamente lesionado.,https://drive.google.com/file/d/146ppWjMD-jv8MsLWh8oFtUXFi-waMntP/view?usp=sharing,405.jpg,all,
Salud Física,,,Positive,Aprendiendo a esquíar,"Estás de vacaciones en un resort de montaña y estás aprendiendo a esquiar. Este es tu primer intento de esquiar cuesta abajo solo. Te acercas a la primera curva a una velocidad moderada y piensas que esquiar es divertido.
",N/A,"Una vez que llegues a la curva, probablemente...",Vas a sobrepasarla y seguir esquiando cuesta abajo.,Vas a caerte.,https://drive.google.com/file/d/17uXb5H0kSMesHVAR7r1_6NraiAfQA0yi/view?usp=sharing,406.jpg,all,
Salud Física,,,Positive,Seguridad de la trampolina,"Tus hijos están rebotando en un trampolín. Se están divirtiendo, pero también consideras su seguridad, sabiendo que los trampolines pueden ser peligrosos. Mientras los ves rebotar arriba y abajo en el trampolín, sientes que son bastante seguros. ",N/A,A medida que continúes viendo a sus hijos en el trampolín probablemente...,disfrutarás viéndolos,te preocuparás de que se lastimen,https://drive.google.com/file/d/1CUsrIf1BGnnhCTX1GHmaVbo11NgeEMgr/view?usp=sharing,407.jpg,all,
Salud Física,Relaciones Románticas,,Negative,Controles en el dentista.,"Tienes una cita de rutina con el dentista y descubres que necesitas algunas pruebas para comprobar la salud de tus encías y dientes. Después de que el dentista realiza las pruebas, continúas recostado en el sillón del dentista mientras  esperas los resultados. Crees que tus dientes y encías probablemente estén enfermos.",N/A,¿Crees que tienes enfermedad de las encías?,Sí,No,https://drive.google.com/file/d/1PUQshZgNL6tX5cS4aP636BXA9VNXNVpq/view?usp=sharing,389.jpg,all,
Salud Física,,,Positive,Un vuelo internacional,"Estás viajando a otro país. Durante el vuelo, miras por la ventana y te das cuenta de que nunca has estado tan alto sobre el océano. Te sientes emocionado.",N/A,¿Es emocionante estar tan alto?,Sí,,https://drive.google.com/file/d/1GYk2FDBdJrt2X79wPnOBoOZF2QH6AcbW/view?usp=sharing,398.jpg,all,
Salud Física,,,Positive,Pensamientos en la estación de tren,"Estás en una parada de metro esperando un tren. Parado en el borde, te das cuenta de que nunca has pensado en la distancia de la caída hasta las vías debajo. Te sientes fascinado.",N/A,"Mientras esperas el tren, piensas en cómo...",Estás seguro parado encima de las vías.,Estás en peligro de caerte.,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,399.jpg,all,
Salud Física,,,Positive,Resultados del chequeo anual,"Te extraen sangre para tu examen físico anual. Tu médico te dice que tendrá que esperar unos días para recibir los resultados y te preocupas por lo que dirán los resultados. Durante los próximos días, las preocupaciones son soportables.",N/A,¿Son tolerables tus preocupaciones sobre los resultados?,Sí,,https://drive.google.com/file/d/1BVKNqBpLdgfT2kJpyOrEvhicjUJSFpHZ/view?usp=sharing,400.jpg,all,
Salud Física,,,Positive,Picadura de araña,"Mientras estás caminando, te pica una araña. Tu amigo te asegura que la araña no era venenosa y que estarás bien. Te preocupa que podría haber sido una araña mortal, pero continúas con la caminata de todos modos, y tus preocupaciones durante el resto de la caminata son manejables.",N/A,¿Puedes manejar tus preocupaciones mientras terminas tu caminata?,Sí,,https://drive.google.com/file/d/1toIitkmj6xnqEM3CAiCHxzQrhXRD_p_Q/view?usp=sharing,401.jpg,all,
Salud Física,,,Resilience/Negation,Pánico de una presentación,"Estás dando una presentación, lo que causa que te sientas nervioso. Mientras hablas, sientes un nudo en la garganta y comienzas a toser. Estos sentimientos probablemente significan que estás entrando en pánico.","Decides tomar un respiro lento y profundo. Al empezar a hablar de nuevo, te das cuenta de que lo que sentiste era normal.",¿Es normal toser durante una presentación?,Sí,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,46.jpg,all,
Salud Física,,,Resilience/Negation,Corriendo fuerte,Terminas de correr una distancia larga. Te das cuenta que tu corazón late muy rápido y sientes presión en el pecho. Piensas que estás a punto de entrar en pánico.,Quieres ir a un lugar privado para estar lejos de los demás. Decides quedarte donde estás y respirar lentamente.,¿Es necesario salir de un área pública debido a tu corazón acelerado?,No,,https://drive.google.com/file/d/1b6SHlzW0ox4gYWPHJ4V0XNGxwHqJO5rg/view?usp=sharing,438.jpg,all,
Salud Física,,,Positive,Recuperando el aliento,Es una mañana fresca y estás subiendo unas escaleras para llegar a tu trabajo. Empiezas a sentirte realmente sin aliento cuando llegas al último escalón. Tomas un segundo para respirar y sentirte tranquilo.,N/A,¿Sentirte sin aliento te da miedo?,No,,https://drive.google.com/file/d/1xz59u0B6S3xO0AcB31N0mgdTPMRySk9a/view?usp=sharing,410.jpg,all,
Salud Física,,,Positive,Primera vez patinas sobre hielo,"Tu amigo disfruta patinando sobre hielo y te convence de probarlo. En la pista te pones los patines y empiezas a patinar. Te deslizas hacia adelante lentamente al principio, luego más rápido, y piensas que tus posibilidades de lesionarte son mínimas. ",N/A,"A medida que continúes patinando sobre hielo, probablemente...",Patines con éxito alrededor de la pista varias veces.,Te caigas y te lastimes.,https://drive.google.com/file/d/1DDUPUz1PJYIlmUsQ4fi7k8l6xKAqzb0q/view?usp=sharing,415.jpg,all,
Salud Física,,,Positive,Serpientes venenosas,Tu amigo te convence a dar un paseo por un parque local. Has oído que hay serpientes venenosas en ese parque y comienzas a sentirte preocupado. Piensas que las posibilidades de ver ese tipo de serpiente son pequeñas.,N/A,¿Es probable que te muerda una serpiente venenosa?,No,,https://drive.google.com/file/d/1U2_8uATTliNhBZDx61INANKTKxk7cpTi/view?usp=sharing,421.jpg,all,
Salud Física,,,Positive,Evaluación de salud,"En tu cita médica anual, tu doctor decide hacerte unas pruebas para evaluar tu salud en función del historial médico de tu familia. Tus resultados estarán listos en una semana. Mientras esperas los resultados, crees que probablemente estás sano.",N/A,¿Probablemente estás enfermo?,No,,https://drive.google.com/file/d/1skss2BI_-uGWDYIrkmbfefHHXDWYy7yn/view?usp=sharing,422.jpg,all,
Salud Física,Relaciones Románticas,,Negative,Un pastel de cumpleaños,"Tus amigos te compras un pastel para tu cumpleaños. Cuando lo traen por la noche, recuerdas que recientemente han estado enfermos. Sosteniendo el pastel, piensas que tu posibilidad de enfermarse es bastante alta. ",N/A,"Si te comes el pastel, probablemente...",Te enfermarás.,No te enfermarás.,https://drive.google.com/file/d/1HQHBTRpNUNY2kQ0B3sOzw3AIKiQ5XsJl/view?usp=sharing,391.jpg,all,
Salud Física,,,Positive,Te sientes maread﻿o / Sintiéndote mareado,Estás en una fiesta y comienzas a bailar con tus amigos. Empiezas a sentirte mareado cuando el ritmo se acelera. Piensas que esta sensación es una señal de emoción.,N/A,¿Te preocupa sentirte mareado?,No,,https://drive.google.com/file/d/11iBGMQfdQzKS4Wie-FoCiOstUhF1691I/view?usp=sharing,418.jpg,all,
Salud Física,,,Positive,Subiendo escaleras,El ascensor en tu edificio está roto de nuevo y tienes que subir por unas cuantas plantas de escaleras para llegar a donde necesitas ir. Sientes que tu pecho se aprieta y te quedas sin aliento al llegar a la última escalera. Te sientes vigorizado.,N/A,¿Te sientes ansioso en la cima de las escaleras?,No,,https://drive.google.com/file/d/1HzEJ1c_3jX-C44g32T1z0Bt1R84I3mJW/view?usp=sharing,419.jpg,all,
Salud Física,,,Positive,Corriendo una milla,Estás corriendo una milla y quieres pasar un buen rato. Notas que tu corazón acelera más rápido de lo habitual después de detenerse. Crees que esto es normal.,N/A,¿Es malo que tu corazón se acelere después de correr?,No,,https://drive.google.com/file/d/1Ba88gEkP7CKNLp4OYy0jKaTec5G1fIIh/view?usp=sharing,420.jpg,all,
Salud Física,Situaciones Sociales,,Resilience/Negation,Tomando el autobús,"Es lunes por la mañana y corriste por la calle para tomar el autobús. Sientes que tu corazón se acelera cuando te subes al bús y te sientas. Al empezar a sudar y respirar rápidamente, temas que estás sufriendo de un ataque de pánico.","Sientes una necesidad de bajarte del bús y regresar a casa, pero te sientas en el asiento más cercano. En lugar de salir, decides observar estas sensaciones y quedarte sentado.",¿Es necesario bajarte del bús porque sientes que tu corazón está latiendo rápidamente?,No,Sí,https://drive.google.com/file/d/1saWw5hAmt88t6pBS8EupcpjG-BuCir45/view?usp=sharing,462.jpg,all,
Salud Física,Vida Familiar y Doméstica,,Resilience/Negation,Caminando para despejar la mente,Hace frío afuera y sales a caminar para calmar tu mente. Tus manos empiezan a temblar y tu corazón late rápidamente mientras subes una cuesta. Tienes miedo.,Recuerdas que es la primera vez en unas semanas que caminas una distancia larga. Probablemente sientes que el latido de tu corazón se acelera debido a la cuesta.,¿Tu latido de corazón rápido significa que algo malo está pasando?,No,Sí,https://drive.google.com/file/d/1oiPUPbb3k3wmoRn3s5fSAPMdPX11UgYp/view?usp=sharing,463.jpg,all,
Salud Física,,,Positive,Clase de baile,Estás tomando una clase de baile y durante un descanso sientes que tus piernas se vuelven inestables. Te enfocas en estas sensaciones mientras tomas un trago de agua. Piensas que las piernas inestables probablemente significan que te estás esforzando.,N/A,¿Tus piernas inestables son una señal de que no te estás mal?,No,,https://drive.google.com/file/d/1xY_MqEc3uOEL5xvE9lYTGJ6OJPlAArWS/view?usp=sharing,427.jpg,all,
Salud Física,,,Positive,Sudando a través de tu camisa,"Llevas/Usas una camisa para ir a la escuela que te queda ajustada alrededor de las axilas. A mitad del día notas que tienes marcas de sudor. Después de pensarlo, te das cuenta de que sudar a lo largo del día es normal.",N/A,¿Es sudor una función corporal normal?,Sí,,https://drive.google.com/file/d/1Wch_kcxO-_MSrBd4tyGQsC_dXyOttIIF/view?usp=sharing,428.jpg,all,
Salud Física,,,Positive,Garganta seca,Estás hablando con un amigo sobre tu día y de repente sientes que tu garganta se seca. Toses un poco y buscas un vaso de agua. El agua te ayuda un poco y te das cuenta de que la sequedad en la garganta probablemente no fue nada.,N/A,¿Tu garganta seca significa que estás enfermo?,No,,https://drive.google.com/file/d/1EYKumlSsrqKHNA6TbZfnrscg0F5KgSYg/view?usp=sharing,429.jpg,all,
Salud Física,,,Negative,Carrera en un día frío,Hace frío afuera y estás corriendo. Tu corazón empieza a latir rápidamente después de unos minutos. Decides que este sentimiento te da miedo.,N/A,¿Te dan miedo los latidos rápidos de tu corazón?,Sí,No,https://drive.google.com/file/d/1FS-osT_v7dH6pF1URFaIMXwErnTMFWu-/view?usp=sharing,439.jpg,all,
Salud Física,,,Positive,Estar cerca de alguien enfermo,Vas al hospital para visitar a un amigo. Alguien detrás de ti tose un par de veces mientras estás en la sala de espera. La probabilidad de que te enfermes es baja.,N/A,¿Es probable que te enfermes?,No,,https://drive.google.com/file/d/14p-MA9AmO3Kf44iLqLgrc1KHWBpaRA8G/view?usp=sharing,412.jpg,all,
Salud Física,,,Positive,El dolor de muelas,"Te duelen unos de tus dientes recientemente, por lo que decides hacer una cita con el dentista. Piensas en el dolor de tu diente y de lo que podría ser. Mientras esperas tu cita, te sientes tranquilo. ",N/A,¿Puedes soportar ir al dentista?,Sí,,https://drive.google.com/file/d/1tx8o8w91aqw3k6CaxI1f-gxpAoV22yp6/view?usp=sharing,413.jpg,all,
Salud Física,,,Positive,Recuperando el aliento,Es una mañana fresca y estás subiendo unas escaleras para llegar a tu trabajo. Empiezas a sentirte realmente sin aliento cuando llegas al último escalón. Tomas un segundo para respirar y sentirte tranquilo.,N/A,¿Sentirte sin aliento te da miedo?,No,,https://drive.google.com/file/d/1xz59u0B6S3xO0AcB31N0mgdTPMRySk9a/view?usp=sharing,410.jpg,all,
Salud Física,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Salud Física,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Salud Física,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Salud Física,,,Positive,Dando vueltas,Decides girar rápidamente en una silla de oficina. Sientes mariposas en el estómago y te mareas cuando la silla se desacelera. Estas sensaciones probablemente significan que estás bien.,N/A,¿Te preocupas sentirte mareado?,No,,https://drive.google.com/file/d/1fYamTMa1ZB3CzDOyWxCfhKI3L2j1vR7J/view?usp=sharing,414.jpg,1,
Salud Física,Situaciones Sociales,Relaciones Románticas,Resilience/Negation,Larga caminata afuera,Hace frío afuera y sales a caminar para calmar tu mente. Tus manos empiezan a temblar y tu corazón late rápidamente mientras subes una cuesta. Tienes miedo.,Recuerdas que es la primera vez en unas semanas que caminas una distancia larga. Probablemente sientes que el latido de tu corazón se acelera debido a la cuesta.,¿Tu latido de corazón rápido significa que algo malo está pasando?,No,Sí,https://drive.google.com/file/d/1lcMOCr0PYGVo5UIUZXEXzXL0JU5_MIgg/view?usp=sharing,364.jpg,1,
Salud Física,Vida Familiar y Doméstica,,Resilience/Negation,Subiendo una montaña,"Estás en una caminata con un grupo de amigos y todos quieren subir una montaña bastante alta. Mientras escalas la montaña, miras hacia abajo y sientes cómo se te cae el estómago. Piensas que esta caminata será aterradora.","Llegas a la cima de las montañas y tus amigos están tomando fotos. Aunque estás ansioso, miras alrededor y sonríes.",¿Pudiste superar tu ansiedad y disfrutar de la caminata?,Sí,,https://drive.google.com/file/d/1gYGD8SnyvMsNgSmeWgF1xZiAFm5Pllca/view?usp=sharing,430.jpg,1,
Salud Física,Situaciones Sociales,,Positive,Manejando el estrés,"Tienes que hacer una presentación para tus compañeros de trabajo hoy. Cuando te pones de pie frente a tus compañeros, sientes que te arden las mejillas y te tiemblan las manos. Crees que estas sensaciones serán manejables.",N/A,¿Puedes manejar tus síntomas de ansiedad mientras haces tu presentación?,Sí,,https://drive.google.com/file/d/1JLUIkzxiJ2P-eVOgnLmb1zyker17wj7l/view?usp=sharing,431.jpg,1,
Salud Física,,,Positive,Boca seca,Has sentido sequedad en la boca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la sequedad de boca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,337.jpg,1,
Salud Física,,,Negative,Un golpe accidental,"Una noche, estás subiendo las escaleras y por accidente golpeas tu cabeza contra un techo bajo. Por la mañana siguiente, el dolor de cabeza todavía está presente ligeramente, y te preguntas qué has hecho. Ya por la hora del almuerzo, el dolor ha disminuido.",N/A,Piensas que el dolor de cabeza es una señal que...,"
Estás seriamente lesionado.",Estás mejorando.,https://drive.google.com/file/d/146ppWjMD-jv8MsLWh8oFtUXFi-waMntP/view?usp=sharing,405.jpg,1,
Salud Física,,,Positive,Poniéndose al día con los amigos,Ves a tus amigos al otro lado de la calle y corres hacia ellos. Te sientes un poco desorientado y mareado al llegar a ellos. Consideras lo que esto significa y te das cuenta de que probablemente signifique que corriste rápido.,N/A,¿Tienes miedo al sentirte un poco desorientado después de tu breve trote?,No,,https://drive.google.com/file/d/1pczJLTVnLyHDjo-fmzd5s_A2lnG8fHM7/view?usp=sharing,424.jpg,1,
Salud Física,Salud Mental,,Positive,Boca seca,Has sentido sequedad en la boca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la sequedad de boca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,337.jpg,1,
Salud Física,,,Positive,Sensaciones desconocidas,Estás caminando con unos amigos después del almuerzo y de repente sientes un hormigueo en las yemas de los dedos. Esto es algo que realmente no has experimentado antes. Esto probablemente significa que estás bien.,N/A,¿El hormigueo en los dedos significa que estás enfermo?,No,,https://drive.google.com/file/d/1TaGhr-WWip-eRu9sYUy8KrsB9UlfG_Im/view?usp=sharing,425.jpg,1,
Salud Física,,,Positive,Yendo a dormir,Estás acostado en tu cama y a punto de dormir. Comienzas a sentir una pesadez en el pecho mientras intentas dormir. Piensas en esta presión y te sientes cansado.,N/A,¿Te preocupas la pesadez en el pecho al quedarte dormido?,No,,https://drive.google.com/file/d/1izJIViWYKVGzESq3qfuHbCfkmMbXkVuc/view?usp=sharing,426.jpg,1,
Salud Física,Situaciones Sociales,,Positive,Viendo a un viejo amigo,Ves a un viejo amigo con el que no has hablado en años. Tu corazón da un vuelco. Te sientes emocionado.,N/A,¿Está bien que sientas que tu corazón da un vuelco?,Sí,,https://drive.google.com/file/d/1y8Ol0_urR_KdDlcWEw9hZ979KBQ_ozHp/view?usp=sharing,432.jpg,1,
Salud Física,Situaciones Sociales,,Resilience/Negation,Problemas de visión,"Cuando te despiertas por la mañana, te sientas rápidamente. Tu visión se vuelve borrosa y luego todo se pone negro por un momento. Tu visión regresa despues de ese momento, y te convences que te estás quedando ciego. ","Respiras y te das cuenta de que tu visión completamente. Luego, recuerdas que a veces esto pasa cuando te sientas demasiado rápido. ",¿Tu visión borrosa temporariamente significa que te estás quedando ciego?,No,,https://drive.google.com/file/d/1zilnZ-Hg2NZiL6TR6YmDYtIdKcj2JFhH/view?usp=sharing,423.jpg,1,
Salud Física,Situaciones Sociales,,Resilience/Negation,Tomando transporte,"Estás en el aeropuerto corriendo para alcanzar un avión. Sientes que tu corazón late rápidamente mientras te subes al avión y te sientas. Comienzas a sudar y respirar rápido, temiendo que puedas tener un ataque de pánico.","Sientes un impulso fuerte de bajarte del avión y volver a casa, pero te sientas en el asiento más cercano. En lugar de salir, decides observar estas sensaciones y quedarte sentado.",¿Es necesario bajarse del avión porque sientes que tu corazón late rápidamente?,No,,https://drive.google.com/file/d/1-ZaRhY6rkkEMRjIZb6GczmTpynme4Zhc/view?usp=sharing,153.jpg,1,
Salud Física,Situaciones Sociales,,Positive,Conociendo alguien nuevo,Estás en una fiesta de cumpleaños para un amigo. Comienzas a sentir un nudo en el estómago mientras hablas con un desconocido. Esto probablemente significa que estás emocionado.,N/A,¿Te preocupa hablar con una persona nueva?,No,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,434.jpg,1,
Salud Física,,,Negative,Dolor de estómago,Has estado nervioso por una próxima evaluación en el trabajo. El día de la evaluación notas que te duele el estómago. Piensas que el dolor de estómago probablemente se debe a la ansiedad.,N/A,¿El dolor de estómago se debe a la ansiedad?,Sí,No,https://drive.google.com/file/d/1rbCs8iZS6b3LtSyDCOMcEXH8GAlOt4qZ/view?usp=sharing,352.jpg,1,
Salud Física,Situaciones Sociales,,Positive,Exposición reciente,"Estuviste expuesto recientemente a alguien que dio positivo, pero hiciste la prueba y no has experimentado ningún síntoma. Tus amigos te invitan a cenar con ellos y te preguntas si deberías ir. Das negativo y sales con tus amigos.",N/A,¿Prueba negativo?,Sí,,https://drive.google.com/file/d/1skPUUmw_frFjR4siPO4dIxk0mnDUH5UN/view?usp=sharing,435.jpg,1,
Salud Física,,,Positive,Distanciamiento social adentro,"Eres inmunocomprometido y has estado tomando precauciones para protegerte de enfermedades. Cuando llegas a una reunión un día, notas a un colega que está tosiendo sin cubrirse la boca. Le pides que se cubra la boca.",N/A,¿Estás tomando precauciones contra las enfermedades?,Sí,,https://drive.google.com/file/d/1ZaHC8JkZK3uAQbvp8hBPnP6YtIA2v7Kk/view?usp=sharing,436.jpg,1,
Salud Física,,,Positive,Tomar precauciones,"Tus hijos están de vuelta en persona en la escuela. Te preocupas que un compañero de clase pueda darles COVID, y que sus hijos puedan enfermarse realmente. Tú decides que te asegurarás de que se queden enmascarados y aprenderás a lavarse siempre las manos para mantenerlas seguras. ",N/A,¿Crees que tus hijos se contagiarán de COVID?,No,,https://drive.google.com/file/d/12Ul_sg1zLz6b3_PvH5k7LI2mG4PlWWmE/view?usp=sharing,437.jpg,1,
Salud Física,,,Positive,Vacaciones reprogramadas,"Has querido ir de vacaciones de verano a Europa por algunos años. Reprogramaste tu viaje desde el verano pasado hasta el verano que viene, pero te preocupas que el COVID se propague de nuevo y te impida ir por fin. Decides esperar pacientemente, y siempre puedes reprogramar de nuevo si es necesario. ",N/A,¿Te preocupas que el COVID vaya a cancelar tu viaje?,No,,https://drive.google.com/file/d/1_6GwYbw-AzOkHQkKGOeLLpvnQXbJojTw/view?usp=sharing,449.jpg,1,
Salud Física,,,Positive,Cancelación de concierto,"Comprastes boletos/tiquetes a un concierto y finalmente se acerca la fecha. sin embargo, los números de COVID están aumentando en tu estado y es posible que/ puede que se cancele el concierto en el último momento. Aceptas esto y sabes que la banda reprogramará si es necesario.",N/A,¿Te preocupas que cancelen el concierto?,No,,https://drive.google.com/file/d/1_B3CLNZYw6j6jB-EIfyI0zEH5EdNmetw/view?usp=sharing,450.jpg,1,
Salud Física,,,Positive,Tos después de salir,"Por los últimos días, has empezado a tener una tos. Saliste el fin de semana pasado y te preguntas si podrías haber contraído COVID. Decides hacerte la prueba.",N/A,¿Es tu tos una señal definitiva de COVID?,No,,https://drive.google.com/file/d/14wxdQT03SW3H6H1dQsVqj2B6s1GhUSY7/view?usp=sharing,368.jpg,1,
Salud Física,Vida Familiar y Doméstica,Salud Mental,Resilience/Negation,Ruido repentino,"Estás caminando hacia el trabajo cuando de repente escuchas un ruido detrás de ti. Cuando giras rápidamente la cabeza para ver lo que es, te sientes mareado y empiezas a preocuparte de que perderás el control.","Al notar estos pensamientos, decides que podrás afrontar la situación, así que sigues caminando.",¿Te permites que las preocupaciones afectan tu llegada al trabajo?,No,,https://drive.google.com/file/d/1EYgCsAXuhxtIYuCSSWKugZP_JiM8jjqz/view?usp=sharing,386.jpg,1,
Salud Física,Situaciones Sociales,,Resilience/Negation,Sentirse mareado,"Has trabajado duro todo el día y no has comido mucho. Al levantarte de su escritorio, te sientes mareado y débil, y esto te preocupas un poco.",Decides prestar atención a las sensaciones sin juzgarlas como buenas o malas. Esto reduce tu preocupación y te hace sentir más tranquilo.,¿Disminuirá tu ansiedad si observas tus sensaciones sin juzgarlas?,Sí,,https://drive.google.com/file/d/1DivZOcoKB52Y-av9UMmPiIogDTLacT_W/view?usp=sharing,360.jpg,1,
Salud Física,Situaciones Sociales,,Positive,Culpar para enfermar a otra persona,"Después de sentir que tu garganta te duele, decides hacerte prueba de COVID. Tu pareja casi no sale para protegerse y piensas que estará enojado por una transmisión posible. Esperas que te perdóne porque contraer COVID no está completamente a su arbitrio/ bajo tu control. ",N/A,¿Piensas que tu pareja se quedará enojado con tigo?,No,,https://drive.google.com/file/d/1LkohJTxupt7GsSvfr-gaezvukKm-FVKj/view?usp=sharing,451.jpg,1,
Salud Física,,,Positive,Vecino sin mascarilla,Estás trabajando en la biblioteca cuando otra persona se sienta a tu lado. No lleva una mascarilla y eso te hace sentir inseguro. Le dices al bibliotecario que esta persona está rompiendo las reglas.,N/A,¿Tomas la decisión correcta de contarle al bibliotecario sobre la persona desenmascarada?,Sí,,https://drive.google.com/file/d/1nUmCRu4wnqWaowKbc8AkUMsjxFN1g9BU/view?usp=sharing,452.jpg,1,
Salud Física,Relaciones Románticas,,Negative,Manejando con un amigo,Estás en el coche con un amigo que está manejando a la velocidad límite en la carretera. Sientes mariposas en el estómago al ver los coches pasar rápidamente. Esto te hace sentir asustado.,N/A,¿Las mariposas en tu estómago te hacen sentir emocionado?,No,Sí,https://drive.google.com/file/d/1Qg3RtlzGStLsvGsgkLm9QEhINOWo8MDV/view?usp=sharing,433.jpg,1,
